#n,New period,linear_trend,multiplicative trend,White noise,AR,MA,Changing growth,Weekly freq,Monthly freq,Varying freq
8000,0,8.711059948,0.29233148,0.10701423,3.62E+18,0.013261117,0.00026926,0.58515496,0.691860534,-0.907564963
8001,0,8.982448198,0.280485494,0.162108602,3.65E+18,-0.012889258,-0.000724579,0.950048003,0.612597642,-0.846034686
8002,0,9.253836447,0.269119536,0.307898529,3.67E+18,-0.017149931,0.001991805,0.952055,0.526623001,-0.755147252
8003,0,9.525224697,0.258214155,0.190993256,3.70E+18,0.033640739,-0.005590656,0.590409346,0.434878569,-0.695322159
8004,0,9.796612946,0.247750686,0.363140647,3.73E+18,0.091006642,0.016015786,0.00324739,0.338369516,-0.565134987
8005,0,10.0680012,0.237711222,-0.13337615,3.75E+18,0.196771621,-0.046808626,-0.58515496,0.238153216,-0.461564768
8006,0,10.33938944,0.228078583,-0.072549273,3.78E+18,0.149583487,0.139516346,-0.950048003,0.13532766,-0.391110202
8007,0,10.61077769,0.218836281,-0.453946488,3.81E+18,0.136211665,-0.423918015,-0.952055,0.031019425,-0.28207922
8008,0,10.88216594,0.2099685,0.174558274,3.84E+18,-0.01619734,1.3126182,-0.590409346,-0.073628665,-0.205520069
8009,0,11.15355419,0.201460063,-0.065348462,3.86E+18,-0.026913669,-4.140404664,-0.00324739,-0.177470064,-0.048984026
8010,1,16,2,0.165157886,3.63E+18,-0.125511091,14,0.767597786,-0.086623741,-0.999904516
8011,0,16.48850613,2.113149204,-0.212712609,3.60E+18,-0.061773879,27.34707888,0.997729944,0.017986344,-0.89908103
8012,0,16.97701227,2.23269978,-0.097052978,3.55E+18,-0.069969568,52.14337412,0.846763175,0.122399367,-0.766940507
8013,0,17.4655184,2.359013882,0.357659291,3.51E+18,-0.032298182,96.99128172,0.372361653,0.225471357,-0.623391765
8014,0,17.95402453,2.492474153,-0.205579467,3.46E+18,0.049181313,175.8889473,-0.244269364,0.326073035,-0.565256189
8015,0,18.44253066,2.633484887,0.319516633,3.38E+18,0.000366669,310.7630342,-0.767597786,0.423102189,-0.493947968
8016,0,18.9310368,2.782473247,-0.349746239,3.33E+18,0.052220265,534.5673186,-0.997729944,0.515495747,-0.33030268
8017,0,19.41954293,2.939890564,0.004193574,3.28E+18,0.019265821,894.6194902,-0.846763175,0.602241426,-0.032500438
8018,0,19.90804906,3.106213703,-0.309912475,3.23E+18,-0.006750412,1455.45843,-0.372361653,0.682388821,0.069326667
8019,0,20.39655519,3.281946507,0.100818601,3.18E+18,-0.130516742,2300.010005,0.244269364,0.755059822,0.688085485
8020,0,20.88506133,3.467621325,-0.160872931,3.12E+18,-0.091970808,3527.359213,0.767597786,0.81945823,0.742545828
8021,0,21.37356746,3.663800622,0.128897663,3.07E+18,-0.16020511,5245.149802,0.997729944,0.874878481,0.911707344
8022,0,21.86207359,3.871078684,0.205938812,3.02E+18,-0.066342979,7554.868947,0.846763175,0.920713381,0.957052998
8023,0,22.35057973,4.090083421,0.346171849,2.97E+18,0.02216594,10529.34248,0.372361653,0.956460752,0.999338198
8024,0,22.83908586,4.321478263,0.169818044,2.92E+18,0.168862154,14183.85485,-0.244269364,0.98172894,0.963827362
8025,0,23.32759199,4.565964176,0.058808033,2.87E+18,0.205030172,18445.27565,-0.767597786,0.996241099,0.918349682
8026,0,23.81609812,4.824281783,-0.270041724,2.83E+18,0.232976937,23126.76833,-0.997729944,0.999838233,0.88157892
8027,0,24.30460426,5.097213606,0.371975786,2.78E+18,0.114479533,27917.87635,-0.846763175,0.992480929,0.625436622
8028,0,24.79311039,5.385586437,-0.465941258,2.73E+18,0.151233634,32399.5326,-0.372361653,0.974249797,0.396102783
8029,0,25.28161652,5.690273847,0.44191262,2.69E+18,-0.04042581,36089.60483,0.244269364,0.94534458,0.329320028
8030,0,25.77012265,6.012198826,0.360229562,2.65E+18,0.020515064,38516.83063,0.767597786,0.906081971,0.140254007
8031,0,26.25862879,6.352336583,0.495277776,2.60E+18,0.160804647,39310.98278,0.997729944,0.856892137,-0.042817354
8032,0,26.74713492,6.711717498,0.043984139,2.56E+18,0.308388799,38288.15394,0.846763175,0.798314014,-0.603915054
8033,0,27.23564105,7.091430245,0.223049426,2.52E+18,0.275154399,35506.28481,0.372361653,0.730989396,-0.719298282
8034,0,27.72414719,7.49262509,0.05326053,2.48E+18,0.380607378,31270.621,-0.244269364,0.655655904,-0.780467206
8035,0,28.21265332,7.916517373,0.394492372,2.44E+18,0.291961557,26081.86881,-0.767597786,0.57313891,-0.897327729
8036,0,28.70115945,8.364391194,0.405189753,2.40E+18,0.291035934,20537.70333,-0.997729944,0.484342485,-0.996008573
8037,0,29.18966558,8.837603298,-0.217839956,2.36E+18,0.311939306,15214.22745,-0.846763175,0.390239503,-0.99216789
8038,0,29.67817172,9.337587189,0.351126723,2.32E+18,0.215347798,10561.07395,-0.372361653,0.291860976,-0.811748635
8039,0,30.16667785,9.865857469,-0.40196651,2.28E+18,0.24971041,6838.512206,0.244269364,0.190284758,-0.727235337
8040,0,30.65518398,10.42401443,0.117657797,2.24E+18,0.118826511,4109.147831,0.767597786,0.086623741,-0.627974313
8041,0,31.14369011,11.0137489,0.118889058,2.21E+18,0.023735952,2277.479095,0.997729944,-0.017986344,-0.411882517
8042,0,31.63219625,11.63684736,-0.10098993,2.17E+18,0.017042918,1156.06857,0.846763175,-0.122399367,-0.320725506
8043,0,32.12070238,12.29519737,0.434342861,2.13E+18,-0.000486524,532.9148222,0.372361653,-0.225471357,-0.251048911
8044,0,32.60920851,12.99079327,-0.124834102,2.10E+18,0.075109731,220.8049511,-0.244269364,-0.326073035,-0.17654764
8045,0,33.09771465,13.72574223,0.49766545,2.06E+18,0.122466745,81.18936047,-0.767597786,-0.423102189,0.022890255
8046,0,33.58622078,14.50227064,-0.417302187,2.03E+18,0.209220299,26.06665354,-0.997729944,-0.515495747,0.139968112
8047,0,34.07472691,15.32273083,0.407670267,2.00E+18,0.092727681,7.153282634,-0.846763175,-0.602241426,0.268019872
8048,0,34.56323304,16.18960823,0.035912972,1.96E+18,0.167866838,1.629414223,-0.372361653,-0.682388821,0.761674852
8049,0,35.05173918,17.10552887,-0.26547317,1.93E+18,0.132381799,0.295165616,0.244269364,-0.755059822,0.851563823
8050,0,35.54024531,18.07326736,0.22009988,1.90E+18,0.025745675,0.039703045,0.767597786,-0.81945823,0.948796332
8051,0,36.02875144,19.09575527,0.123491755,1.87E+18,0.017750643,0.00348886,0.997729944,-0.874878481,0.999738705
8052,0,36.51725757,20.17609003,0.08442311,1.84E+18,0.122242247,0.000143869,0.846763175,-0.920713381,0.997410381
8053,0,37.00576371,21.3175443,-0.078675664,1.81E+18,0.053389856,-0.000000777,0.372361653,-0.956460752,0.981927729
8054,0,37.49426984,22.52357589,-0.25459242,1.78E+18,0.039868097,4.04E-08,-0.244269364,-0.98172894,0.964473884
8055,0,37.98277597,23.79783823,-0.242206496,1.75E+18,0.001028605,-0.000000004,-0.767597786,-0.996241099,0.938989459
8056,0,38.47128211,25.14419146,0.477586237,1.72E+18,-0.117744135,5.80E-10,-0.997729944,-0.999838233,0.901689327
8057,0,38.95978824,26.56671409,-0.469988077,1.69E+18,-0.005289299,-1.11E-10,-0.846763175,-0.992480929,0.774682247
8058,0,39.44829437,28.06971537,-0.234669442,1.66E+18,-0.133457563,2.66E-11,-0.372361653,-0.974249797,0.57254123
8059,0,39.9368005,29.65774835,0.294814648,1.64E+18,-0.198822538,-7.57E-12,0.244269364,-0.94534458,0.504609842
8060,0,40.42530664,31.33562366,-0.412047049,1.61E+18,-0.026773441,2.51E-12,0.767597786,-0.906081971,0.276631901
8061,0,40.91381277,33.1084241,-0.397197266,1.58E+18,-0.117736718,-9.51E-13,0.997729944,-0.856892137,-0.348757724
8062,0,41.4023189,34.98152002,-0.24206666,1.56E+18,-0.313306358,4.04E-13,0.846763175,-0.798314014,-0.572169063
8063,0,41.89082504,36.9605856,0.094779112,1.53E+18,-0.258450116,-1.91E-13,0.372361653,-0.730989396,-0.650765039
8064,0,42.37933117,39.05161603,0.498121633,1.51E+18,-0.19544842,9.89E-14,-0.244269364,-0.655655904,-0.735557874
8065,0,42.8678373,41.26094567,0.320391796,1.48E+18,-0.075992586,-5.59E-14,-0.767597786,-0.57313891,-0.794997887
8066,0,43.35634343,43.59526725,-0.173780309,1.46E+18,0.12181779,3.42E-14,-0.997729944,-0.484342485,-0.892364384
8067,0,43.84484957,46.06165215,0.073833483,1.43E+18,0.149055811,-2.25E-14,-0.846763175,-0.390239503,-0.941523607
8068,0,44.3333557,48.6675718,-0.447953537,1.41E+18,0.198389305,1.59E-14,-0.372361653,-0.291860976,-0.965852132
8069,0,44.82186183,51.42092031,-0.197792365,1.39E+18,0.03244843,-1.19E-14,0.244269364,-0.190284758,-0.999983528
8070,0,45.31036796,54.33003842,0.008659419,1.37E+18,-0.153624339,9.52E-15,0.767597786,-0.086623741,-0.984297283
8071,0,45.7988741,57.40373872,0.182157332,1.34E+18,-0.183366391,-8.04E-15,0.997729944,0.017986344,-0.966184916
8072,0,46.28738023,60.6513324,-0.184626769,1.32E+18,-0.098497968,7.17E-15,0.846763175,0.122399367,-0.936359095
8073,0,46.77588636,64.08265741,0.052036131,1.30E+18,-0.134616307,-6.73E-15,0.372361653,0.225471357,-0.811435712
8074,0,47.2643925,67.70810825,0.110311618,1.28E+18,-0.030613323,6.62E-15,-0.244269364,0.326073035,-0.763614487
8075,0,47.75289863,71.53866754,-0.002827113,1.26E+18,0.049555189,-6.83E-15,-0.767597786,0.423102189,-0.697132889
8076,0,48.24140476,75.58593919,-0.35161229,1.24E+18,0.032189517,7.36E-15,-0.997729944,0.515495747,-0.634967135
8077,0,48.72991089,79.86218363,0.388105852,1.22E+18,-0.094680105,-8.28E-15,-0.846763175,0.602241426,-0.233442533
8078,0,49.21841703,84.3803549,0.164242302,1.20E+18,0.043310589,9.70E-15,-0.372361653,0.682388821,-0.146673693
8079,0,49.70692316,89.1541399,0.158872046,1.18E+18,0.094110086,-1.18E-14,0.244269364,0.755059822,-0.019804008
8080,0,50.19542929,94.1979999,-0.189398836,1.16E+18,0.098671723,1.49E-14,0.767597786,0.81945823,0.293362875
8081,0,50.68393542,99.52721426,0.027205929,1.14E+18,0.068172809,-1.96E-14,0.997729944,0.874878481,0.527066957
8082,0,51.17244156,105.1579268,0.156760916,1.12E+18,0.109698765,2.66E-14,0.846763175,0.920713381,0.607458338
8083,0,51.66094769,111.1071947,-0.012792397,1.10E+18,0.078244369,-3.74E-14,0.372361653,0.956460752,0.921821766
8084,0,52.14945382,117.39304,-0.130784711,1.08E+18,0.031170799,5.42E-14,-0.244269364,0.98172894,0.999916699
8085,0,52.63795996,124.0345046,-0.402340758,1.07E+18,-0.031047283,-8.12E-14,-0.767597786,0.996241099,0.979690132
8086,0,53.12646609,131.0517073,0.482627618,1.05E+18,-0.109397415,1.25E-13,-0.997729944,0.999838233,0.958504884
8087,0,53.61497222,138.4659055,0.041338827,1.03E+18,0.01093054,-2.00E-13,-0.846763175,0.992480929,0.768046046
8088,0,54.10347835,146.299559,0.187250382,1.01E+18,0.017364812,3.27E-13,-0.372361653,0.974249797,0.704911179
8089,0,54.59198449,154.5763984,0.109007976,9.97E+17,0.055753042,-5.51E-13,0.244269364,0.94534458,0.639854396
8090,0,55.08049062,163.3214966,0.41447308,9.81E+17,0.144842308,9.53E-13,0.767597786,0.906081971,-0.026599807
8091,0,55.56899675,172.5613453,0.235843303,9.65E+17,0.301104018,-1.69E-12,0.997729944,0.856892137,-0.535546605
8092,0,56.05750288,182.3239348,0.070029616,9.49E+17,0.274194726,3.09E-12,0.846763175,0.798314014,-0.668159188
8093,0,56.54600902,192.6388388,0.083605703,9.33E+17,0.258923636,-5.78E-12,0.372361653,0.730989396,-0.731908425
8094,0,57.03451515,203.5373045,0.110252491,9.18E+17,0.233271329,1.11E-11,-0.244269364,0.655655904,-0.806930298
8095,0,57.52302128,215.0523465,-0.308332611,9.03E+17,0.215833749,-2.18E-11,-0.767597786,0.57313891,-0.881039488
8096,0,58.01152742,227.2188475,-0.138965136,8.88E+17,0.030890226,4.38E-11,-0.997729944,0.484342485,-0.931264321
8097,0,58.50003355,240.0736633,-0.390593955,8.74E+17,-0.067711861,-9.01E-11,-0.846763175,0.390239503,-0.968264109
8098,0,58.98853968,253.6557353,0.244482717,8.59E+17,-0.183963274,1.90E-10,-0.372361653,0.291860976,-0.918146298
8099,0,59.47704581,268.0062076,0.172952241,8.45E+17,-0.141209211,-4.08E-10,0.244269364,0.190284758,-0.843801843
8100,1,-11,2,-0.037957293,7.76E+17,-0.11900159,14,-0.891331944,0.999969953,-0.023494902
8101,0,-10.68564423,2.099089576,-0.097040372,7.50E+17,-0.083942888,27.37080884,-0.987575876,0.993681717,-0.095783047
8102,0,-10.37128845,2.203088523,-0.422656868,7.29E+17,-0.031493497,52.28140755,-0.70659939,0.976506495,-0.28591093
8103,0,-10.05693268,2.312240077,-0.029163179,7.08E+17,-0.003357814,97.51388667,-0.155725953,0.948632464,-0.389918453
8104,0,-9.742576907,2.426799521,-0.39943589,6.83E+17,-0.060870618,177.497809,0.454629504,0.910365017,-0.66671148
8105,0,-9.428221133,2.547034788,-0.005860536,6.49E+17,-0.216623899,315.1098851,0.891331944,0.862123421,-0.883787723
8106,0,-9.11386536,2.673227086,0.216837621,6.26E+17,-0.224501067,545.249333,0.987575876,0.80443622,-0.965249782
8107,0,-8.799509586,2.805671555,-0.316293213,6.05E+17,-0.152675576,918.9656364,0.70659939,0.737935447,-0.982394547
8108,0,-8.485153813,2.944677957,0.436744756,5.84E+17,-0.160966456,1507.528385,0.155725953,0.663349699,-0.994561041
8109,0,-8.17079804,3.090571402,-0.065486006,5.62E+17,-0.02321718,2405.291644,-0.454629504,0.581496153,-0.997736906
8110,0,-7.856442266,3.243693106,0.203711812,5.39E+17,0.059843003,3729.591692,-0.891331944,0.493271614,-0.982853351
8111,0,-7.542086493,3.404401193,-0.367325509,5.19E+17,0.087207223,5615.405721,-0.987575876,0.399642687,-0.965411262
8112,0,-7.227730719,3.573071527,0.095223955,5.01E+17,-0.02197081,8202.385475,-0.70659939,0.301635192,-0.914511861
8113,0,-6.913374946,3.750098598,-0.193670443,4.83E+17,0.09938973,11612.53599,-0.155725953,0.200322918,-0.878649083
8114,0,-6.599019173,3.935896438,-0.038607844,4.64E+17,-0.05768168,15918.56702,0.454629504,0.096815865,-0.81293248
8115,0,-6.284663399,4.130899591,-0.142867899,4.47E+17,-0.074405413,21105.89659,0.891331944,-0.007751924,-0.749906415
8116,0,-5.970307626,4.335564135,0.282616515,4.30E+17,-0.149754447,27035.05773,0.987575876,-0.112234781,-0.639507065
8117,0,-5.655951852,4.55036874,0.407985459,4.15E+17,0.002876911,33414.84919,0.70659939,-0.215487969,-0.580463568
8118,0,-5.341596079,4.775815794,-0.237659152,3.99E+17,0.049766824,39798.41996,0.155725953,-0.316380227,-0.50736276
8119,0,-5.027240306,5.012432574,-0.385198624,3.84E+17,0.017190737,45612.87815,-0.454629504,-0.413806157,-0.397442853
8120,0,-4.712884532,5.260772483,0.405813093,3.70E+17,-0.007219153,50226.87112,-0.891331944,-0.50669834,-0.285895106
8121,0,-4.398528759,5.521416339,0.103057778,3.56E+17,0.177998257,53050.28743,-0.987575876,-0.594039029,-0.150040695
8122,0,-4.084172986,5.79497374,-0.447744767,3.43E+17,0.061347932,53648.21921,-0.70659939,-0.674871303,-0.066105603
8123,0,-3.769817212,6.082084485,0.086868954,3.30E+17,-0.184272097,51841.81992,-0.155725953,-0.748309546,0.154005709
8124,0,-3.455461439,6.38342007,0.462654563,3.18E+17,-0.024094782,47766.35748,0.454629504,-0.813549153,0.245769795
8125,0,-3.141105665,6.699685263,-0.429054271,3.06E+17,0.176017463,41864.55464,0.891331944,-0.869875345,0.323389537
8126,0,-2.826749892,7.031619748,-0.290122532,2.95E+17,-0.104905281,34810.46657,0.987575876,-0.916671,0.432841384
8127,0,-2.512394119,7.379999856,-0.450530214,2.84E+17,-0.14806343,27380.51744,0.70659939,-0.953423417,0.516711601
8128,0,-2.198038345,7.745640383,0.002208418,2.73E+17,-0.076920759,20305.87593,0.155725953,-0.979729926,0.659034286
8129,0,-1.883682572,8.129396493,0.166593692,2.63E+17,-0.129853969,14146.60542,-0.454629504,-0.99530231,0.788200545
8130,0,-1.569326798,8.532165717,-0.150356896,2.54E+17,-0.250328882,9219.812883,-0.891331944,-0.999969953,0.855228845
8131,0,-1.254971025,8.954890057,0.181890634,2.44E+17,-0.216385847,5594.499546,-0.987575876,-0.993681717,0.894359456
8132,0,-0.940615252,9.398558185,0.057593681,2.35E+17,-0.074788381,3143.262754,-0.70659939,-0.976506495,0.975469455
8133,0,-0.626259478,9.864207756,-0.202803719,2.26E+17,0.064265714,1624.773125,-0.155725953,-0.948632464,0.994061968
8134,0,-0.311903705,10.35292784,-0.410454749,2.18E+17,0.000303716,766.8349601,0.454629504,-0.910365017,0.984083264
8135,0,0.002452069,10.86586145,0.408809899,2.10E+17,-0.105918773,327.4554788,0.891331944,-0.862123421,0.96576229
8136,0,0.316807842,11.40420825,0.016255029,2.02E+17,0.051537024,125.1141498,0.987575876,-0.80443622,0.883872774
8137,0,0.631163615,11.96922733,-0.270301568,1.95E+17,-0.048943946,42.18069093,0.70659939,-0.737935447,0.847559152
8138,0,0.945519389,12.56224016,0.325698537,1.87E+17,-0.155546468,12.32500505,0.155725953,-0.663349699,0.578838872
8139,0,1.259875162,13.18463368,-0.424973716,1.80E+17,0.038099533,3.047396971,-0.454629504,-0.581496153,0.404601651
8140,0,1.574230935,13.83786356,0.034581373,1.74E+17,0.022816697,0.616521859,-0.891331944,-0.493271614,0.297888931
8141,0,1.888586709,14.52345757,0.12190966,1.67E+17,-0.075815356,0.097021275,-0.987575876,-0.399642687,-0.037373983
8142,0,2.202942482,15.2430192,-0.219452844,1.61E+17,-0.02745123,0.010907765,-0.70659939,-0.301635192,-0.168252724
8143,0,2.517298256,15.99823135,-0.075424116,1.55E+17,-0.057153511,0.000736103,-0.155725953,-0.200322918,-0.260664214
8144,0,2.831654029,16.79086032,-0.472150596,1.49E+17,-0.137739495,1.66E-05,0.454629504,-0.096815865,-0.583037067
8145,0,3.146009802,17.62275994,0.253281619,1.44E+17,-0.118442262,-3.72E-07,0.891331944,0.007751924,-0.64468965
8146,0,3.460365576,18.49587584,-0.268520603,1.38E+17,-0.067147942,0.000000025,0.987575876,0.112234781,-0.73387191
8147,0,3.774721349,19.41225008,0.212579462,1.33E+17,-0.191593323,-2.81E-09,0.70659939,0.215487969,-0.821533691
8148,0,4.089077123,20.37402589,0.310485537,1.28E+17,-0.106188648,4.42E-10,0.155725953,0.316380227,-0.861468589
8149,0,4.403432896,21.38345268,0.491790471,1.24E+17,-0.000241315,-8.93E-11,-0.454629504,0.413806157,-0.989786887
8150,0,4.717788669,22.44289131,-0.498329151,1.19E+17,0.197981362,2.21E-11,-0.891331944,0.50669834,-0.989581846
8151,0,5.032144443,23.5548196,0.008634848,1.15E+17,0.017319615,-6.45E-12,-0.987575876,0.594039029,-0.948572451
8152,0,5.346500216,24.72183814,-0.445855934,1.10E+17,0.160557191,2.17E-12,-0.70659939,0.674871303,-0.580418926
8153,0,5.660855989,25.94667636,0.110906294,1.06E+17,0.031493149,-8.30E-13,-0.155725953,0.748309546,-0.514830517
8154,0,5.975211763,27.23219894,0.198883874,1.02E+17,-0.058741602,3.54E-13,0.454629504,0.813549153,-0.36355476
8155,0,6.289567536,28.58141246,0.499024328,9.86E+16,-0.155639075,-1.67E-13,0.891331944,0.869875345,-0.27925596
8156,0,6.60392331,29.99747247,0.299678781,9.49E+16,0.042342153,8.64E-14,0.987575876,0.916671,-0.151727683
8157,0,6.918279083,31.48369088,0.004587662,9.14E+16,0.101845085,-4.85E-14,0.70659939,0.953423417,0.05925274
8158,0,7.232634856,33.04354367,-0.291537322,8.80E+16,0.236444013,2.94E-14,0.155725953,0.979729926,0.344747214
8159,0,7.54699063,34.68067903,0.197680665,8.47E+16,0.191366913,-1.92E-14,-0.454629504,0.99530231,0.479521564
8160,0,7.861346403,36.39892591,0.032515062,8.16E+16,0.220744343,1.34E-14,-0.891331944,0.999969953,0.562271608
8161,0,8.175702177,38.20230297,0.295952224,7.86E+16,0.068528813,-9.90E-15,-0.987575876,0.993681717,0.667840033
8162,0,8.49005795,40.09502797,0.037155627,7.56E+16,0.027944487,7.79E-15,-0.70659939,0.976506495,0.743242248
8163,0,8.804413723,42.08152762,-0.186213607,7.28E+16,0.042629367,-6.48E-15,-0.155725953,0.948632464,0.845408898
8164,0,9.118769497,44.16644798,0.249856428,7.01E+16,0.084323322,5.67E-15,0.454629504,0.910365017,0.908892027
8165,0,9.43312527,46.35466527,-0.406311157,6.75E+16,0.127786009,-5.23E-15,0.891331944,0.862123421,0.958019908
8166,0,9.747481044,48.65129733,-0.458201934,6.50E+16,0.005491999,5.05E-15,0.987575876,0.80443622,0.987941751
8167,0,10.06183682,51.06171553,0.168668977,6.26E+16,-0.170077481,-5.11E-15,0.70659939,0.737935447,0.90937111
8168,0,10.37619259,53.59155739,-0.436470054,6.03E+16,-0.095965729,5.39E-15,0.155725953,0.663349699,0.873083185
8169,0,10.69054836,56.24673974,-0.146819872,5.81E+16,-0.209267439,-5.94E-15,-0.454629504,0.581496153,0.806975206
8170,0,11.00490414,59.03347252,0.110463495,5.59E+16,-0.320251895,6.81E-15,-0.891331944,0.493271614,0.622809344
8171,0,11.31925991,61.95827339,-0.488419097,5.38E+16,-0.16040357,-8.10E-15,-0.987575876,0.399642687,0.418479778
8172,0,11.63361568,65.0279829,-0.070717895,5.18E+16,-0.202170596,1.00E-14,-0.70659939,0.301635192,0.340710546
8173,0,11.94797146,68.24978052,-0.296783877,4.99E+16,-0.240551501,-1.28E-14,-0.155725953,0.200322918,0.262367038
8174,0,12.26232723,71.63120141,-0.259773708,4.81E+16,-0.182336555,1.70E-14,0.454629504,0.096815865,-0.232216193
8175,0,12.576683,75.18015409,-0.35722263,4.63E+16,-0.235453242,-2.33E-14,0.891331944,-0.007751924,-0.519752356
8176,0,12.89103878,78.90493887,0.437190037,4.46E+16,-0.337914676,3.30E-14,0.987575876,-0.112234781,-0.590535748
8177,0,13.20539455,82.81426732,-0.128197367,4.29E+16,-0.116276229,-4.82E-14,0.70659939,-0.215487969,-0.670161373
8178,0,13.51975032,86.91728263,0.227915161,4.13E+16,-0.180826172,7.26E-14,0.155725953,-0.316380227,-0.983468685
8179,0,13.8341061,91.22358095,-0.161354718,3.98E+16,-0.060540203,-1.12E-13,-0.454629504,-0.413806157,-0.986391351
8180,0,14.14846187,95.74323392,0.47240825,3.83E+16,0.006207872,1.79E-13,-0.891331944,-0.50669834,-0.970066495
8181,0,14.46281764,100.4868121,0.38244064,3.69E+16,0.207492159,-2.94E-13,-0.987575876,-0.594039029,-0.946103355
8182,0,14.77717342,105.4654099,0.067076534,3.55E+16,0.168135751,4.96E-13,-0.70659939,-0.674871303,-0.8735123
8183,0,15.09152919,110.6906713,0.146859159,3.42E+16,0.187063354,-8.58E-13,-0.155725953,-0.748309546,-0.77158536
8184,0,15.40588496,116.1748171,0.43371492,3.29E+16,0.211880098,1.52E-12,0.454629504,-0.813549153,-0.433200304
8185,0,15.72024074,121.9306738,-0.313022884,3.17E+16,0.378282295,-2.77E-12,0.891331944,-0.869875345,0.092361973
8186,0,16.03459651,127.9717031,0.49936532,3.05E+16,0.154762841,5.17E-12,0.987575876,-0.916671,0.244280011
8187,0,16.34895228,134.312034,0.468196737,2.94E+16,0.205930401,-9.88E-12,0.70659939,-0.953423417,0.339114336
8188,0,16.66330806,140.9664952,-0.40863637,2.83E+16,0.298533435,1.93E-11,0.155725953,-0.979729926,0.419135453
8189,0,16.97766383,147.9506503,0.327750238,2.73E+16,0.110103363,-3.86E-11,-0.454629504,-0.99530231,0.65121123
8190,1,-2,-18,0.224422731,2.92E+16,0.209694558,19,-0.911101307,0.944986975,-0.315358042
8191,0,-1.559472551,-19.40715313,-0.467022483,2.89E+16,0.114369036,37.00549517,-0.494821649,0.905618146,-0.398702973
8192,0,-1.118945101,-20.9243107,-0.296110503,2.85E+16,0.002335763,70.13708047,0.11046306,0.856327174,-0.822598029
8193,0,-0.678417652,-22.56007233,0.250781158,2.81E+16,-0.033012176,129.2607401,0.673554635,0.797654102,-0.983687671
8194,0,-0.237890203,-24.3237099,0.149122004,2.82E+16,-0.032969577,231.4582316,0.979371232,0.730241766,-0.994491452
8195,0,0.202637247,-26.22522015,-0.455345082,2.84E+16,-0.088716443,402.3411132,0.911101307,0.654828748,-0.935923565
8196,0,0.643164696,-28.2753813,-0.292684383,2.83E+16,-0.114945055,678.3253271,0.494821649,0.572241288,-0.69594764
8197,0,1.083692146,-30.48581414,-0.422861652,2.81E+16,-0.053598295,1108.114617,-0.11046306,0.483384234,-0.632577087
8198,0,1.524219595,-32.86904796,-0.329301248,2.80E+16,-0.186089888,1752.218564,-0.673554635,0.389231121,-0.554433906
8199,0,1.964747044,-35.4385915,0.386180714,2.80E+16,-0.263763311,2678.99984,-0.979371232,0.29081351,-0.441863929
8200,0,2.405274494,-38.20900955,-0.161552463,2.79E+16,-0.189233047,3955.747951,-0.911101307,0.189209686,-0.251871278
8201,0,2.845801943,-41.19600552,0.318831231,2.78E+16,-0.197489967,5633.910903,-0.494821649,0.08553284,-0.026964256
8202,0,3.286329392,-44.41651041,-0.12958631,2.77E+16,0.040817418,7729.115521,0.11046306,-0.019081121,0.188773007
8203,0,3.726856842,-47.88877883,0.323568428,2.77E+16,-0.001124002,10198.94917,0.673554635,-0.123486025,0.484885533
8204,0,4.167384291,-51.63249244,-0.214282957,2.76E+16,0.15445798,12924.17943,0.979371232,-0.226537991,0.678175194
8205,0,4.60791174,-55.66887152,-0.223336516,2.76E+16,-0.001296491,15701.12815,0.911101307,-0.327107959,0.745458871
8206,0,5.04843919,-60.02079522,-0.17329615,2.75E+16,0.036326931,18252.91077,0.494821649,-0.424094063,0.999526883
8207,0,5.488966639,-64.71293132,-0.019577337,2.74E+16,-0.072960537,20264.01442,-0.11046306,-0.516433705,0.993492302
8208,0,5.929494089,-69.77187598,-0.343324028,2.74E+16,-0.088517461,21436.03491,-0.673554635,-0.60311519,0.97393942
8209,0,6.370021538,-75.22630451,0.115933601,2.73E+16,-0.187031065,21553.82951,-0.979371232,-0.68318882,0.935158405
8210,0,6.810548987,-81.10713395,0.243835859,2.72E+16,-0.080268999,20544.09313,-0.911101307,-0.75577729,0.892573138
8211,0,7.251076437,-87.44769824,-0.048456196,2.72E+16,-0.059957099,18506.33375,-0.494821649,-0.820085305,0.844968962
8212,0,7.691603886,-94.28393725,0.102804798,2.71E+16,-0.017830666,15702.03363,0.11046306,-0.875408295,0.694684705
8213,0,8.132131335,-101.6546004,0.322815521,2.70E+16,0.06504056,12500.79297,0.673554635,-0.921140128,0.493544205
8214,0,8.572658785,-109.6014665,-0.226817967,2.70E+16,0.121964012,9297.881923,0.979371232,-0.956779756,0.013619869
8215,0,9.013186234,-118.1695802,-0.096871516,2.69E+16,0.039568006,6428.936869,0.911101307,-0.981936706,-0.106548094
8216,0,9.453713683,-127.4075077,-0.339653241,2.68E+16,0.060531787,4108.724878,0.494821649,-0.996335352,-0.178447965
8217,0,9.894241133,-137.3676117,0.388065506,2.68E+16,-0.067930417,2410.82017,-0.11046306,-0.999817939,-0.365479873
8218,0,10.33476858,-148.1063487,0.4006913,2.67E+16,0.006828045,1288.375885,-0.673554635,-0.992346311,-0.436734718
8219,0,10.77529603,-159.6845882,0.465421385,2.66E+16,-0.018859691,621.089388,-0.979371232,-0.97400233,-0.534316809
